laser_name,year,doi_or_link,laser_type,facility,country,facility_status,demonstrated_status,peak_power_w,wavelength_m,rep_rate_s_inv,max_intensity_w_m2,pulse_energy_j,pulse_duration_fs,peak_power_w_num,wavelength_m_num,rep_rate_hz_num,max_intensity_w_m2_num,pulse_energy_j_num,pulse_duration_fs_num,year_num,peak_power_pw,wavelength_nm,wavelength_um,rep_rate_hz,max_intensity_w_cm2,pulse_duration_ps,record_id,source_kind,has_source,is_petawatt_class,is_multipetawatt_class,is_10pw_class,wavelength_band,facility_status_group,laser_type_label,demonstrated_label,completeness_score,fom_completeness_score,fom_missing_count
4.4 TW OPCPA,2024,https://doi.org/10.1364/OPTICA.523525,OP,Ludwig Maximilian University (LMU Munich) / Max Planck Institute of Quantum Optics (MPQ),Germany,Operational / Demonstrated,Y,4400000000000,8.100000000000001e-07,5,N/A,600,9,4400000000000.0,8.100000000000001e-07,5.0,,600.0,9.0,2024.0,0.0044,810.0000000000001,0.81,5.0,,0.009000000000000001,4-4-tw-opcpa-ludwig-maximilian-university-lmu-munich-max-planck-institute-of-quantum-optics-mpq-2024-2e5e83,doi,True,False,False,False,near_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
1.8 µm two-cycle OPCPA,2017,https://doi.org/10.1364/OE.25.027706,OP,NRC Canada / attoscience group,Canada,Operational / Demonstrated,Y,2586000000000,1.8000000000000001e-06,10,N/A,0.03,11.6,2586000000000.0,1.8000000000000001e-06,10.0,,0.03,11.6,2017.0,0.002586,1800.0000000000002,1.8,10.0,,0.0116,1-8-m-two-cycle-opcpa-nrc-canada-attoscience-group-2017-3976df,doi,True,False,False,False,near_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
NIKE KrF laser,2025,https://www.nrl.navy.mil/Portals/38/PDF%20Files/Nike_Lab_FacilityFS.pdf?ver=7hFmPNIILrxeUf0gdFDobg%3D%3D,GAS,Naval Research Laboratory,USA,Operational / Specialty KrF ICF Research Facility,Y,750000000000,2.48e-07,N/A,20000000000000000000,3,4,750000000000.0,2.48e-07,,2e+19,3.0,4.0,2025.0,0.00075,248.0,0.248,,2000000000000000.0,0.004,nike-krf-laser-naval-research-laboratory-2025-1b0709,url,True,False,False,False,visible,operational,Gas laser,Demonstrated,1.0,0.8333333333333334,1
LULI2000 North beam,2003,https://www.wayforlight.eu/en/luli2000-north-beam,SS,LULI / École Polytechnique,France,Operational / User Facility,O,530000000000,1.0500000000000001e-06,N/A,200000000000000000000,8,1,530000000000.0,1.0500000000000001e-06,,2e+20,8.0,1.0,2003.0,0.0005300000000000001,1050.0,1.05,,2e+16,0.001,luli2000-north-beam-luli-cole-polytechnique-2003-f0491d,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Other / partial / representative / operational context requiring interpretation,1.0,0.8333333333333334,1
Orion long-pulse 351 nm beamline shots,2013,(Optica Publishing Group),SS,AWE plc / Atomic Weapons Establishment,,Operational / Demonstrated,Y,400000000000,3.51e-07,-0.011111111111111112,N/A,400,1000000,400000000000.0,3.51e-07,-0.011111111111111112,,400.0,1000000.0,2013.0,0.0004,351.0,0.351,-0.011111111111111112,,1000.0,orion-long-pulse-351-nm-beamline-shots-awe-plc-atomic-weapons-establishment-2013-2fcec0,other,True,False,False,False,visible,operational,Solid-state bulk laser,Demonstrated,0.875,0.8333333333333334,1
PEARL,2006,10.1364/OPEX.14.000446 ; https://ieeexplore.ieee.org/document/10232619,OP,IAP RAS Nizhny Novgorod,Russia,Operational / Demonstrated,Y,200000000000,9.100000000000001e-07,1,N/A,14.5,45,200000000000.0,9.100000000000001e-07,1.0,,14.5,45.0,2006.0,0.0002,910.0000000000001,0.91,1.0,,0.045,pearl-iap-ras-nizhny-novgorod-2006-6ad2b2,doi,True,False,False,False,near_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
4 µm OPCPA + HCF compression,2018,https://doi.org/10.1364/OL.43.002197,OP,"SIOM, Chinese Academy of Sciences",China,Operational / Demonstrated,Y,121000000000,4.000000000000001e-06,100,N/A,0.0026000000000000003,21.5,121000000000.0,4.000000000000001e-06,100.0,,0.0026000000000000003,21.5,2018.0,0.00012100000000000001,4000.0000000000005,4.000000000000001,100.0,,0.021500000000000002,4-m-opcpa-hcf-compression-siom-chinese-academy-of-sciences-2018-6b6235,doi,True,False,False,False,mid_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
3-5 µm tunable mid-IR OPA,2013,https://doi.org/10.1364/OL.38.002159,OP,Shanghai Jiao Tong University-related mid-IR group,China,Operational / Demonstrated,Y,120000000000,3.4250000000000002e-06,10,N/A,0.0133,111,120000000000.0,3.4250000000000002e-06,10.0,,0.0133,111.0,2013.0,0.00012,3425.0000000000005,3.4250000000000003,10.0,,0.111,3-5-m-tunable-mid-ir-opa-shanghai-jiao-tong-university-related-mid-ir-group-2013-d9524c,doi,True,False,False,False,mid_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
SwissFEL Aramis representative hard X-ray mode,2019,https://pmc.ncbi.nlm.nih.gov/articles/PMC6510206/,FEL,Paul Scherrer Institute / SwissFEL,Switzerland,Operational / XFEL User Facility,Y,100000000000,1.0000000000000002e-10,N/A,N/A,1,1,100000000000.0,1.0000000000000002e-10,,,1.0,1.0,2019.0,0.0001,0.10000000000000002,0.00010000000000000002,,,0.001,swissfel-aramis-representative-hard-x-ray-mode-paul-scherrer-institute-swissfel-2019-c2d0b0,url,True,False,False,False,soft_xray_euv,operational,Free-electron laser,Demonstrated,1.0,0.6666666666666666,2
23 mJ high-power fiber CPA system,2021,https://arxiv.org/abs/2101.09686,FIB,Friedrich Schiller University Jena / Fraunhofer IOF,Germany,Demonstrated,Y,98000000000,1.03e-06,N/A,N/A,0.023,235,98000000000.0,1.03e-06,,,0.023,235.0,2021.0,9.800000000000001e-05,1030.0,1.03,,,0.23500000000000001,23-mj-high-power-fiber-cpa-system-friedrich-schiller-university-jena-fraunhofer-iof-2021-61a104,url,True,False,False,False,near_ir,demonstrated_only,Fiber laser,Demonstrated,1.0,0.6666666666666666,2
PAL-XFEL hard X-ray representative mode,2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11708847/,FEL,Pohang Accelerator Laboratory / PAL-XFEL,South Korea,Operational / XFEL User Facility,Y,95000000000,1.27e-10,N/A,N/A,0.0012,12.6,95000000000.0,1.27e-10,,,0.0012,12.6,2025.0,9.5e-05,0.127,0.000127,,,0.0126,pal-xfel-hard-x-ray-representative-mode-pohang-accelerator-laboratory-pal-xfel-2025-f32a32,url,True,False,False,False,soft_xray_euv,operational,Free-electron laser,Demonstrated,1.0,0.6666666666666666,2
European XFEL SASE1 representative hard X-ray mode,2017,https://www.xfel.eu/facility/instruments/spb_sfx/instrument_design/index_eng.html,FEL,European XFEL,Germany,Operational / XFEL User Facility,O,80000000000,1.55e-10,N/A,N/A,4,5,80000000000.0,1.55e-10,,,4.0,5.0,2017.0,8e-05,0.155,0.000155,,,0.005,european-xfel-sase1-representative-hard-x-ray-mode-european-xfel-2017-e114ae,url,True,False,False,False,soft_xray_euv,operational,Free-electron laser,Other / partial / representative / operational context requiring interpretation,1.0,0.6666666666666666,2
SACLA BL3 representative 10 keV hard X-ray FEL,2012,https://pmc.ncbi.nlm.nih.gov/articles/PMC6412171/,FEL,SACLA / RIKEN SPring-8 Center,Japan,Operational / XFEL User Facility,O,60000000000,1.24e-10,N/A,N/A,6,1,60000000000.0,1.24e-10,,,6.0,1.0,2012.0,6e-05,0.12400000000000001,0.000124,,,0.001,sacla-bl3-representative-10-kev-hard-x-ray-fel-sacla-riken-spring-8-center-2012-0e1fe9,url,True,False,False,False,soft_xray_euv,operational,Free-electron laser,Other / partial / representative / operational context requiring interpretation,1.0,0.6666666666666666,2
LCLS hard X-ray FEL representative 8 keV mode,2009,https://lcls.slac.stanford.edu/machine/parameters,FEL,"Linac Coherent Light Source, SLAC",USA,Operational / XFEL User Facility,Y,50000000000,1.55e-10,N/A,N/A,0.0015,3,50000000000.0,1.55e-10,,,0.0015,3.0,2009.0,5e-05,0.155,0.000155,,,0.003,lcls-hard-x-ray-fel-representative-8-kev-mode-linac-coherent-light-source-slac-2009-5562b9,url,True,False,False,False,soft_xray_euv,operational,Free-electron laser,Demonstrated,1.0,0.6666666666666666,2
5 µm OPCPA,2020,https://doi.org/10.1364/OL.402562,OP,Max Born Institute for Nonlinear Optics and Short Pulse Spectroscopy,Germany,Operational / Demonstrated,Y,38000000000,4.9000000000000005e-06,1000,N/A,0.0034,89.4,38000000000.0,4.9000000000000005e-06,1000.0,,0.0034,89.4,2020.0,3.8e-05,4900.000000000001,4.9,1000.0,,0.08940000000000001,5-m-opcpa-max-born-institute-for-nonlinear-optics-and-short-pulse-spectroscopy-2020-215f99,doi,True,False,False,False,mid_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
3 µm Multi-mJ OPCPA,2021,https://doi.org/10.3390/photonics8110503,OP,Instituto Superior Técnico,Portugal,Operational / Demonstrated,Y,25700000000,3e-06,100,N/A,0.0036000000000000003,140,25700000000.0,3e-06,100.0,,0.0036000000000000003,140.0,2021.0,2.57e-05,3000.0,3.0,100.0,,0.14,3-m-multi-mj-opcpa-instituto-superior-t-cnico-2021-bf7f11,doi,True,False,False,False,mid_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
2.2 µm high-rep OPCPA,2020,https://doi.org/10.1364/OPTICA.379846?urlappend=%3Futm_source%3Dresearchgate.net%26utm_medium%3Darticle,OP,"ETH Zürich, Ultrafast Laser Physics group",Switzerland,Operational / Demonstrated,Y,14000000000,2.2e-06,100000,N/A,0.00025,16.5,14000000000.0,2.2e-06,100000.0,,0.00025,16.5,2020.0,1.4000000000000001e-05,2200.0,2.2,100000.0,,0.0165,2-2-m-high-rep-opcpa-eth-z-rich-ultrafast-laser-physics-group-2020-c92b79,doi,True,False,False,False,near_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
DiPOLE100 / Bivoj 100 J DPSSL,2017,https://doi.org/10.1017/hpl.2018.56,SS,HiLASE Centre / STFC Central Laser Facility,Czech Republic,Operational / High-Average-Power User Laser,O,10500000000,1.03e-06,N/A,N/A,105,1,10500000000.0,1.03e-06,,,105.0,1.0,2017.0,1.0500000000000001e-05,1030.0,1.03,,,0.001,dipole100-bivoj-100-j-dpssl-hilase-centre-stfc-central-laser-facility-2017-aaf6dc,doi,True,False,False,False,near_ir,operational,Solid-state bulk laser,Other / partial / representative / operational context requiring interpretation,1.0,0.6666666666666666,2
5.1 µm OPCPA,2020,https://doi.org/10.1364/OL.45.005998,OP,Max Born Institute for Nonlinear Optics and Short Pulse Spectroscopy,Germany,Operational / Demonstrated,Y,7700000000.000001,5.1e-06,1000,N/A,0.0006500000000000001,75,7700000000.000001,5.1e-06,1000.0,,0.0006500000000000001,75.0,2020.0,7.7e-06,5100.0,5.1000000000000005,1000.0,,0.075,5-1-m-opcpa-max-born-institute-for-nonlinear-optics-and-short-pulse-spectroscopy-2020-815264,doi,True,False,False,False,mid_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
FLASH soft X-ray FEL representative EUV mode,2005,https://flash.desy.de/,FEL,DESY / FLASH,Germany,Operational / Soft-X-Ray FEL User Facility,Y,5000000000,1.35e-08,N/A,N/A,1,2,5000000000.0,1.35e-08,,,1.0,2.0,2005.0,5e-06,13.5,0.0135,,,0.002,flash-soft-x-ray-fel-representative-euv-mode-desy-flash-2005-22ebf0,url,True,False,False,False,soft_xray_euv,operational,Free-electron laser,Demonstrated,1.0,0.6666666666666666,2
Ho:YLF CPA pump laser for MIR OPCPA,2020,arXiv:2004.12648,SS,CREOL / University of Central Florida,USA,Operational / Demonstrated,Y,4120000000.0000005,2.051e-06,1000,N/A,0.028,6800,4120000000.0000005,2.051e-06,1000.0,,0.028,6800.0,2020.0,4.120000000000001e-06,2051.0,2.0509999999999997,1000.0,,6.8,ho-ylf-cpa-pump-laser-for-mir-opcpa-creol-university-of-central-florida-2020-53c2a9,other,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
7 µm OPCPA,2019,https://doi.org/10.1364/OL.44.003194,OP,ICFO / international mid-IR OPCPA group,Spain / International,Operational / Demonstrated,Y,4000000000,7.000000000000001e-06,100,N/A,0.00075,188,4000000000.0,7.000000000000001e-06,100.0,,0.00075,188.0,2019.0,4.000000000000001e-06,7000.000000000001,7.000000000000001,100.0,,0.188,7-m-opcpa-icfo-international-mid-ir-opcpa-group-2019-fedaeb,doi,True,False,False,False,mid_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
6.8 µm OPCPA,2019,https://doi.org/10.1364/OL.44.003194,OP,ICFO,Spain,Operational / Demonstrated,Y,3900000000,6.8e-06,100,N/A,0.00075,188,3900000000.0,6.8e-06,100.0,,0.00075,188.0,2019.0,3.9e-06,6800.0,6.8,100.0,,0.188,6-8-m-opcpa-icfo-2019-53869a,doi,True,False,False,False,mid_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
ELI-ALPS MIR OPCPA representative mode,2026,https://ekspla.com/stories/high-intensity-laser-systems/,OP,ELI-ALPS,Hungary,Operational / High-Repetition Mid-IR OPCPA,O,3300000000,3.2000000000000003e-06,N/A,N/A,0.00014,42.7,3300000000.0,3.2000000000000003e-06,,,0.00014,42.7,2026.0,3.3e-06,3200.0000000000005,3.2,,,0.0427,eli-alps-mir-opcpa-representative-mode-eli-alps-2026-d9e15b,url,True,False,False,False,mid_ir,operational,Optical parametric laser,Other / partial / representative / operational context requiring interpretation,1.0,0.6666666666666666,2
FERMI FEL-1 seeded XUV representative mode,2012,https://www.elettra.eu/lightsources/fermi/beam-parameters-copy/all.html,FEL,FERMI / Elettra Sincrotrone Trieste,Italy,Operational / Seeded FEL User Facility,O,1000000000,4e-08,N/A,N/A,1,1,1000000000.0,4e-08,,,1.0,1.0,2012.0,1.0000000000000002e-06,40.0,0.04,,,0.001,fermi-fel-1-seeded-xuv-representative-mode-fermi-elettra-sincrotrone-trieste-2012-a8d3b3,url,True,False,False,False,soft_xray_euv,operational,Free-electron laser,Other / partial / representative / operational context requiring interpretation,1.0,0.6666666666666666,2
Single-cycle compressed ytterbium fiber laser,2020,https://arxiv.org/abs/2001.08562,FIB,Max Planck Institute,Germany,Demonstrated,Y,600000000,1.03e-06,N/A,N/A,5,3.8,600000000.0,1.03e-06,,,5.0,3.8,2020.0,6.000000000000001e-07,1030.0,1.03,,,0.0038,single-cycle-compressed-ytterbium-fiber-laser-max-planck-institute-2020-406582,url,True,False,False,False,near_ir,demonstrated_only,Fiber laser,Demonstrated,1.0,0.6666666666666666,2
High peak-power Ho:CALGO femtosecond amplifier,2024,Experiments and numerical simulations of Ho:CALGO regenerative amplifier at 2.08 µm,SS,Ruhr University Bochum / collaborators,Germany,Design / Not demonstrated,N,525000000.00000006,2.1000000000000002e-06,100000,N/A,5.1e-05,97,525000000.00000006,2.1000000000000002e-06,100000.0,,5.1e-05,97.0,2024.0,5.250000000000001e-07,2100.0,2.1,100000.0,,0.097,high-peak-power-ho-calgo-femtosecond-amplifier-ruhr-university-bochum-collaborators-2024-93853b,other,True,False,False,False,near_ir,demonstrated_only,Solid-state bulk laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.8333333333333334,1
11.4 µm LWIR OPCPA,2022,https://doi.org/10.1364/ASSL.2022.AM5A.2,OP,Max Born Institute for Nonlinear Optics and Short Pulse Spectroscopy,Germany,Operational / Demonstrated,Y,300000000,1.1400000000000001e-05,1000,N/A,6.5e-05,185,300000000.0,1.1400000000000001e-05,1000.0,,6.5e-05,185.0,2022.0,3.0000000000000004e-07,11400.000000000002,11.4,1000.0,,0.185,11-4-m-lwir-opcpa-max-born-institute-for-nonlinear-optics-and-short-pulse-spectroscopy-2022-6bb4ab,doi,True,False,False,False,mid_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
8.9 µm ZGP OPCPA,2022,High power (>5 W) λ∼9.6 µm tapered quantum cascade lasers grown by OMVPE - ScienceDirect,OP,Max Born Institute (MBI),Germany,Operational / Demonstrated,Y,160000000,8.900000000000001e-06,1000,N/A,1.9999999999999998e-05,126,160000000.0,8.900000000000001e-06,1000.0,,1.9999999999999998e-05,126.0,2022.0,1.6e-07,8900.000000000002,8.9,1000.0,,0.126,8-9-m-zgp-opcpa-max-born-institute-mbi-2022-3c9159,other,True,False,False,False,mid_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
Jefferson Lab broadband THz FEL representative mode,2004,https://www.jlab.org/accelerator/FEL/specs,FEL,Thomas Jefferson National Accelerator Facility,USA,Operational Historical / FEL Beamline,Y,2000000.0000000002,0.00030000000000000003,N/A,N/A,2,1,2000000.0000000002,0.00030000000000000003,,,2.0,1.0,2004.0,2.0000000000000005e-09,300000.0,300.0,,,0.001,jefferson-lab-broadband-thz-fel-representative-mode-thomas-jefferson-national-accelerator-facility-2004-49f22d,url,True,False,False,False,far_ir_thz,historical,Free-electron laser,Demonstrated,1.0,0.6666666666666666,2
FELBE far-IR / THz,2003,https://www.wayforlight.eu/beamline/23637,FEL,Helmholtz-Zentrum Dresden-Rossendorf / FELBE,Germany,Operational,Y,1500000,0.0001,N/A,N/A,5,3333,1500000.0,0.0001,,,5.0,3333.0,2003.0,1.5000000000000002e-09,100000.0,100.0,,,3.333,felbe-far-ir-thz-helmholtz-zentrum-dresden-rossendorf-felbe-2003-eb2d1a,url,True,False,False,False,far_ir_thz,operational,Free-electron laser,Demonstrated,1.0,0.6666666666666666,2
APRRI PW Laser,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,aprri-pw-laser-unknown-unknown-6b9cdd,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
CALA,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,cala-unknown-unknown-6dea15,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
CLPU VEGA-2,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,clpu-vega-2-unknown-unknown-09106e,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
ELI-NP,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,eli-np-unknown-unknown-f655a9,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
ILES PW Laser,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,iles-pw-laser-unknown-unknown-af0862,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
Laboratory for intense Laser-matter interaction physics,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,laboratory-for-intense-laser-matter-interaction-physics-unknown-unknown-ca02d8,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
MTW-OPAL,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,mtw-opal-unknown-unknown-c4a6dc,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
Mercury,NR,,SS,Lawrence Livermore National Laboratory,,Operational / Demonstrated,Y,N/A,1.047e-06,10,N/A,N/A,N/A,,1.047e-06,10.0,,,,,,1047.0,1.0470000000000002,10.0,,,mercury-lawrence-livermore-national-laboratory-nr-4ad7c5,missing,False,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,0.75,0.3333333333333333,4
Orion frequency-doubled short-pulse demonstration,2013,Optica Publishing Group),SS,AWE plc / Atomic Weapons Establishment,,Design / Not demonstrated,N,N/A,5.27e-07,N/A,N/A,100,N/A,,5.27e-07,,,100.0,,2013.0,,527.0,0.527,,,,orion-frequency-doubled-short-pulse-demonstration-awe-plc-atomic-weapons-establishment-2013-f185e7,other,True,False,False,False,visible,demonstrated_only,Solid-state bulk laser,Not demonstrated / planned / not demonstrated at stated performance,0.875,0.3333333333333333,4
PEARL,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,pearl-unknown-unknown-a98051,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
SG-II UP,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,sg-ii-up-unknown-unknown-0f065f,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
SIOM PW Laser,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,siom-pw-laser-unknown-unknown-c29e54,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
SULF,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,sulf-unknown-unknown-de6831,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
VEGA,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,vega-unknown-unknown-e51572,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
XCELS,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,xcels-unknown-unknown-6dd139,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
iFAST,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,ifast-unknown-unknown-a2967c,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
phoenix laser laborartory,,,,,,Operational / Demonstrated,Y,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,phoenix-laser-laborartory-unknown-unknown-a3f943,missing,False,False,False,False,unknown,operational,Unrecognized,Demonstrated,0.375,0.0,6
SHINE high-repetition XFEL design mode,2025,https://www.frontiersin.org/journals/physics/articles/10.3389/fphy.2023.1172368/full,FEL,Shanghai High-Repetition-Rate XFEL and Extreme Light Facility,China,Under Construction / High-Repetition XFEL,N,N/A,1.24e-10,N/A,N/A,N/A,N/A,,1.24e-10,,,,,2025.0,,0.12400000000000001,0.000124,,,,shine-high-repetition-xfel-design-mode-shanghai-high-repetition-rate-xfel-and-extreme-light-facility-2025-63c017,url,True,False,False,False,soft_xray_euv,under_construction,Free-electron laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.16666666666666666,5
SXFEL soft X-ray user facility representative mode,2023,https://www.researching.cn/articles/OJ66c2b07f6ffc3c38,FEL,Shanghai Soft X-Ray Free-Electron Laser Facility,China,Operational / Soft-X-Ray FEL User Facility,Y,N/A,2e-09,N/A,N/A,N/A,N/A,,2e-09,,,,,2023.0,,2.0,0.002,,,,sxfel-soft-x-ray-user-facility-representative-mode-shanghai-soft-x-ray-free-electron-laser-facility-2023-d23734,url,True,False,False,False,soft_xray_euv,operational,Free-electron laser,Demonstrated,1.0,0.16666666666666666,5
